,Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,day,month
0,2006-12-16 17:00:00,4.222888888888889,0.22899999999999998,234.6438888888889,18.1,0.0,0.5277777777777778,16.86111111111111,17.0,16.0,12
1,2006-12-16 18:00:00,3.6321999999999997,0.08003333333333333,234.58016666666666,15.6,0.0,6.716666666666667,16.866666666666667,18.0,16.0,12
2,2006-12-16 19:00:00,3.4002333333333334,0.08523333333333333,233.23250000000002,14.503333333333334,0.0,1.4333333333333333,16.683333333333334,19.0,16.0,12
3,2006-12-16 20:00:00,3.2685666666666666,0.0751,234.07150000000001,13.916666666666666,0.0,0.0,16.783333333333335,20.0,16.0,12
4,2006-12-16 21:00:00,3.0564666666666667,0.07666666666666666,237.15866666666668,13.046666666666665,0.0,0.4166666666666667,17.216666666666665,21.0,16.0,12
5,2006-12-16 22:00:00,2.2001333333333335,0.05616666666666667,238.76000000000002,9.523333333333333,0.0,0.13333333333333333,4.433333333333334,22.0,16.0,12
6,2006-12-16 23:00:00,2.0616,0.07143333333333332,240.61966666666666,8.896666666666667,0.0,0.08333333333333333,0.0,23.0,16.0,12
7,2006-12-17 00:00:00,1.8824666666666665,0.10243333333333333,240.96183333333332,8.126666666666667,0.0,0.4666666666666667,0.0,0.0,17.0,12
8,2006-12-17 01:00:00,3.3494,0.13693333333333332,240.44833333333332,14.246666666666666,0.0,25.233333333333334,0.0,1.0,17.0,12
9,2006-12-17 02:00:00,1.5872666666666668,0.07823333333333334,245.81866666666667,6.87,0.0,0.5666666666666667,0.0,2.0,17.0,12
10,2006-12-17 03:00:00,1.6622,0.07953333333333333,244.5135,7.206666666666667,0.0,0.7666666666666667,0.0,3.0,17.0,12
11,2006-12-17 04:00:00,2.2157666666666667,0.09346666666666666,243.8555,9.333333333333334,0.0,0.5666666666666667,8.883333333333333,4.0,17.0,12
12,2006-12-17 05:00:00,1.9967333333333335,0.06023333333333333,243.71016666666668,8.566666666666666,0.0,0.16666666666666666,4.65,5.0,17.0,12
13,2006-12-17 06:00:00,1.3033000000000001,0.09483333333333334,244.1415,5.53,0.0,0.7166666666666667,0.0,6.0,17.0,12
14,2006-12-17 07:00:00,1.6200333333333332,0.0598,241.84566666666666,6.803333333333333,0.0,0.16666666666666666,0.0,7.0,17.0,12
15,2006-12-17 08:00:00,1.8905666666666667,0.11856666666666667,241.3115,8.05,0.0,0.75,0.0,8.0,17.0,12
16,2006-12-17 09:00:00,2.5490666666666666,0.07923333333333334,238.8478333333333,10.973333333333333,0.0,7.316666666666666,0.0,9.0,17.0,12
17,2006-12-17 10:00:00,3.6289000000000002,0.1946,235.44099999999997,15.533333333333333,8.883333333333333,22.35,16.15,10.0,17.0,12
18,2006-12-17 11:00:00,2.4709999999999996,0.2007,236.92466666666667,10.493333333333334,9.45,5.016666666666667,17.183333333333334,11.0,17.0,12
19,2006-12-17 12:00:00,1.9158666666666666,0.2940333333333333,237.78466666666665,8.136666666666667,0.0,0.5333333333333333,17.316666666666666,12.0,17.0,12
20,2006-12-17 13:00:00,1.6607666666666667,0.17153333333333334,239.92066666666668,6.923333333333333,0.0,0.05,17.616666666666667,13.0,17.0,12
21,2006-12-17 14:00:00,2.092633333333333,0.2574,244.04566666666668,8.6,0.0,0.3333333333333333,18.233333333333334,14.0,17.0,12
22,2006-12-17 15:00:00,2.9854,0.0886,240.48083333333335,12.426666666666668,6.966666666666667,0.2,17.7,15.0,17.0,12
23,2006-12-17 16:00:00,3.3260333333333336,0.09313333333333333,236.78183333333334,14.006666666666666,8.583333333333334,0.06666666666666667,17.166666666666668,16.0,17.0,12
24,2006-12-17 17:00:00,3.406766666666667,0.16663333333333333,234.22983333333335,14.51,0.0,0.4666666666666667,16.816666666666666,17.0,17.0,12
25,2006-12-17 18:00:00,3.6971,0.13506666666666664,234.37233333333333,15.75,0.0,0.0,16.833333333333332,18.0,17.0,12
26,2006-12-17 19:00:00,2.9084,0.26516666666666666,233.19566666666665,12.516666666666667,0.0,0.5166666666666667,16.683333333333334,19.0,17.0,12
27,2006-12-17 20:00:00,3.3615,0.27149999999999996,236.4265,14.276666666666667,0.0,1.1166666666666667,17.116666666666667,20.0,17.0,12
28,2006-12-17 21:00:00,3.040766666666667,0.26796666666666663,239.10416666666666,12.716666666666667,0.0,1.2,17.5,21.0,17.0,12
29,2006-12-17 22:00:00,1.518,0.23536666666666667,242.19233333333332,6.383333333333334,0.0,0.4166666666666667,2.5,22.0,17.0,12
30,2006-12-17 23:00:00,0.4377333333333333,0.2218,245.734,1.9966666666666666,0.0,0.8,0.0,23.0,17.0,12
31,2006-12-18 00:00:00,0.2763666666666667,0.09906666666666666,244.60750000000002,1.2233333333333334,0.0,0.03333333333333333,0.0,0.0,18.0,12
32,2006-12-18 01:00:00,0.31329999999999997,0.1519,243.51933333333332,1.4166666666666667,0.0,0.5833333333333334,0.0,1.0,18.0,12
33,2006-12-18 02:00:00,0.2844666666666667,0.10906666666666666,246.89100000000002,1.2566666666666666,0.0,0.0,0.0,2.0,18.0,12
34,2006-12-18 03:00:00,0.30993333333333334,0.14776666666666666,245.73183333333333,1.4,0.0,0.5666666666666667,0.0,3.0,18.0,12
35,2006-12-18 04:00:00,1.0263333333333333,0.08,245.507,4.176666666666667,0.0,0.06666666666666667,12.55,4.0,18.0,12
